Well Number,Month of Production,Days,BBLS Oil,BBLS Water,MCF Prod
19515,3-2018,26,540,256,431
19515,2-2018,28,485,75,386
19515,1-2018,31,1419,313,1132
19515,12-2017,31,1834,334,1511
19515,11-2017,30,1896,439,1554
22072,4-2018,30,4759,1823,4555
22072,3-2018,31,5019,1975,4803
22072,2-2018,28,4531,1806,4335
22072,1-2018,31,4726,1604,4523
22072,12-2017,31,4908,1792,4698
22072,11-2017,30,4647,1875,4447
22073,4-2018,30,3222,2280,3802
22073,3-2018,31,3464,2439,3665
22073,2-2018,28,3158,2194,2945
22073,1-2018,31,3573,2232,2985
22073,12-2017,31,3513,2294,2772
22073,11-2017,30,3246,2100,2555
22129,4-2018,30,876,79,821
22129,3-2018,31,872,101,817
22129,2-2018,28,852,63,798
22129,1-2018,31,953,105,893
22129,12-2017,31,828,59,776
22129,11-2017,30,974,88,912
22131,4-2018,30,2306,1975,2914
22131,3-2018,31,2466,2275,3107
22131,2-2018,28,2202,1987,2956
22131,1-2018,31,2552,2206,3315
22131,12-2017,31,2617,2313,3546
22131,11-2017,30,2324,2044,2904
22214,4-2018,29,708,452,854
22214,3-2018,31,728,454,879
22214,2-2018,28,836,433,1010
22214,1-2018,24,657,447,792
22214,12-2017,31,904,580,1091
22214,11-2017,30,994,497,1200
22215,4-2018,30,1646,1499,1691
22215,3-2018,31,1636,1546,1680
22215,2-2018,15,809,711,832
22215,1-2018,24,1229,1120,1263
22215,12-2017,31,1474,1461,1514
22215,11-2017,10,363,398,374
22216,4-2018,30,1336,1900,1499
22216,3-2018,31,1415,2165,1355
22216,2-2018,28,1365,2126,1306
22216,1-2018,31,1486,2103,1422
22216,12-2017,31,1515,789,1452
22216,11-2017,30,1428,828,1366
22908,4-2018,30,2426,2407,2424
22908,3-2018,31,2623,2815,2706
22908,2-2018,28,2446,2672,2572
22908,1-2018,31,2743,2937,2796
22908,12-2017,31,2697,2172,2802
22908,11-2017,30,2631,1840,2670
23317,4-2018,30,4036,2419,5730
23317,3-2018,31,4229,2527,5660
23317,2-2018,28,3773,2142,4583
23317,1-2018,31,4033,2359,4365
23317,12-2017,31,4024,2383,4057
23317,11-2017,30,3898,2491,3946
23318,4-2018,30,2999,1447,2768
23318,3-2018,31,3181,1554,2876
23318,2-2018,28,2931,1374,2644
23318,1-2018,31,3225,1547,2909
23318,12-2017,31,3259,1613,2940
23318,11-2017,30,3019,1569,2723
23451,4-2018,30,3013,1152,3192
23451,3-2018,31,3079,1121,3234
23451,2-2018,28,2896,1072,3038
23451,1-2018,31,3381,1267,3173
23451,12-2017,31,3416,1251,3383
23451,11-2017,30,3401,1262,3566
23452,4-2018,19,1014,766,1033
23452,3-2018,31,1408,842,1431
23452,2-2018,28,1600,942,1627
23452,1-2018,31,2349,1318,2389
23452,12-2017,31,2687,1532,2732
23452,11-2017,30,2561,1478,2604
23453,4-2018,30,2742,1288,2974
23453,3-2018,31,2983,1341,3228
23453,2-2018,28,3032,1435,3439
23453,1-2018,31,3437,1651,3600
23453,12-2017,31,3227,1500,3284
23453,11-2017,30,3352,1644,3590
24461,4-2018,30,2514,1180,3368
24461,3-2018,31,2923,1280,3769
24461,2-2018,28,2500,998,2849
24461,1-2018,31,2978,1305,3891
24461,12-2017,31,3032,1312,4000
24461,11-2017,30,2900,1173,3701
24462,4-2018,30,2181,1952,4213
24462,3-2018,31,2429,2111,4761
24462,2-2018,28,2277,1929,4512
24462,1-2018,31,2667,2160,4964
24462,12-2017,31,2796,2106,4603
24462,11-2017,30,2282,1741,2982
24463,4-2018,30,2385,1148,2275
24463,3-2018,31,2347,1144,2224
24463,2-2018,28,2140,1012,1899
24463,1-2018,31,2465,1169,2186
24463,12-2017,31,2425,1157,2151
24463,11-2017,30,2466,1136,2188
25010,4-2018,30,3169,1828,2431
25010,3-2018,23,2226,1453,1708
25010,2-2018,28,3019,1695,2456
25010,1-2018,31,3460,1945,2796
25010,12-2017,31,3474,2067,2956
25010,11-2017,30,3542,2041,2837
25246,4-2018,30,2728,1767,3279
25246,3-2018,31,2455,1507,2957
25246,2-2018,28,3201,2075,4285
25246,1-2018,31,3598,2487,3613
25246,12-2017,31,2294,1371,2011
25246,11-2017,30,2056,1214,1803
25628,4-2018,30,1615,241,3549
25628,3-2018,31,1752,196,3468
25628,2-2018,28,1712,162,2929
25628,1-2018,31,2051,281,3254
25628,12-2017,30,1976,258,2812
25628,11-2017,30,2043,317,2779
25629,4-2018,30,3460,2753,2965
25629,3-2018,31,3593,2965,3079
25629,2-2018,21,2093,1868,1794
25629,1-2018,31,3523,3119,3018
25629,12-2017,31,3512,3179,3010
25629,11-2017,30,3483,3216,2985
26163,4-2018,30,3065,656,3821
26163,3-2018,31,3426,728,4074
26163,2-2018,28,3159,604,3208
26163,1-2018,31,3940,641,3796
26163,12-2017,31,4109,830,4321
26163,11-2017,30,3973,841,4144
26164,4-2018,30,3723,2847,3611
26164,3-2018,31,3755,2930,3218
26164,2-2018,28,3039,2741,2605
26164,1-2018,8,766,757,656
26164,12-2017,31,3680,2743,3153
26164,11-2017,30,3634,2727,3115
25011,4-2018,30,3528,3653,6269
25011,3-2018,31,3825,3833,6361
25011,2-2018,28,3636,3406,5337
25011,1-2018,31,3852,3554,5147
25011,12-2017,31,3672,3364,4133
25011,11-2017,30,3758,3352,4256
25012,4-2018,30,2962,1952,2246
25012,3-2018,31,3127,2006,2210
25012,2-2018,28,2781,1914,2430
25012,1-2018,11,638,653,2387
25012,12-2017,21,1941,1475,2744
25012,11-2017,30,2812,2120,2760
31689,5-2018,29,3741,2771,8508
31689,4-2018,30,4627,2229,11787
31689,3-2018,31,5280,1892,15733
31689,2-2018,28,5141,2224,14910
31689,1-2018,31,6468,2576,17693
31689,12-2017,31,6788,2775,19576
29975,5-2018,31,15988,13564,9529
29975,4-2018,25,12630,14191,7850
29975,3-2018,31,18525,21757,11764
29975,2-2018,28,18982,23534,10737
29975,1-2018,31,24279,31595,17973
29975,12-2017,31,26411,38196,19746
22165,4-2018,30,627,600,835
22165,3-2018,31,638,722,853
22165,2-2018,28,623,618,990
22165,1-2018,31,712,684,987
22165,12-2017,29,692,599,898
22165,11-2017,30,822,715,1022
30710,5-2018,31,867,5400,1617
30710,4-2018,30,1201,6024,3119
30710,3-2018,31,873,6658,1774
30710,2-2018,24,1025,3812,5997
30710,1-2018,31,1969,6317,9368
30710,12-2017,31,2508,6139,11296
30291,5-2018,31,2033,1031,6476
30291,4-2018,30,1993,1003,6707
30291,3-2018,31,2155,1069,6567
30291,2-2018,28,2105,1145,6016
30291,1-2018,31,2401,1114,7342
30291,12-2017,31,2428,1202,6398
31014,4-2018,30,7228,2072,6556
31014,3-2018,31,6655,2032,6036
31014,2-2018,28,6046,1794,5483
31014,1-2018,31,5759,2012,5224
31014,12-2017,29,4744,2065,4302
31014,11-2017,13,2029,858,1840
30637,4-2018,30,5582,1341,5924
30637,3-2018,31,5857,1417,5926
30637,2-2018,28,5748,1321,5738
30637,1-2018,27,5262,1438,4769
30637,12-2017,22,4125,1347,3384
30637,11-2017,30,7018,1676,6718
30636,4-2018,30,5746,1172,4349
30636,3-2018,31,6044,1187,4575
30636,2-2018,28,5307,1025,4018
30636,1-2018,31,5693,1114,4309
30636,12-2017,31,5702,1105,4317
30636,11-2017,30,5451,1103,4127
31005,5-2018,31,2788,9287,1894
31005,4-2018,30,2399,9330,1442
31005,3-2018,14,348,5626,318
31005,2-2018,11,614,3429,908
31005,1-2018,31,2016,5389,3690
31005,12-2017,29,2525,3278,5579
31006,5-2018,31,3649,5842,9706
31006,4-2018,30,4307,6903,7207
31006,3-2018,7,832,1451,1421
31006,2-2018,8,682,469,1571
31006,1-2018,31,2549,1847,6180
31006,12-2017,31,2761,1726,5549
29789,4-2018,30,4420,3094,2095
29789,3-2018,31,4917,4062,2282
29789,2-2018,28,4749,3151,2579
29789,1-2018,28,5515,3566,2566
29789,12-2017,25,5644,4166,2545
29789,11-2017,18,3091,2210,1299
29819,4-2018,30,6886,4701,6197
29819,3-2018,31,7512,5246,6761
29819,2-2018,28,6387,4942,5749
29819,1-2018,17,3624,3389,3262
29819,12-2017,24,5334,3861,4801
29819,11-2017,30,6849,4555,6164
29788,4-2018,30,4187,5247,2094
29788,3-2018,31,4872,5350,2436
29788,2-2018,28,4571,5307,2422
29788,1-2018,31,5169,6084,2585
29788,12-2017,31,4306,5709,2153
29788,11-2017,30,3971,5457,1986
19296,4-2018,10,4295,5803,1825
19296,3-2018,23,2442,6663,2750
19296,2-2018,28,4462,10989,6309
19296,1-2018,30,9477,12671,5763
19296,12-2017,31,8185,11052,5690
19296,11-2017,30,9267,6982,12054
31008,5-2018,31,2658,3864,12878
31008,4-2018,23,1407,2857,6502
31008,3-2018,31,2327,2720,10470
31008,2-2018,24,2091,3061,8605
31008,1-2018,31,3237,4285,14994
31008,12-2017,31,3845,4699,11596
31007,5-2018,31,3032,1226,3418
31007,4-2018,30,2987,1204,3648
31007,3-2018,31,3269,1084,3705
31007,2-2018,24,2359,1205,2950
31007,1-2018,31,3142,1449,3951
31007,12-2017,31,3194,1622,4700
27272,4-2018,30,3081,3391,3055
27272,3-2018,31,3308,3570,3333
27272,2-2018,28,3032,3294,3110
27272,1-2018,31,3115,3355,3248
27272,12-2017,31,3294,3423,3194
27272,11-2017,30,3332,3367,2892
27271,4-2018,25,2138,3097,1714
27271,3-2018,29,2501,3311,2008
27271,2-2018,28,2679,3334,2149
27271,1-2018,31,2792,3935,2510
27271,12-2017,31,3099,3904,2516
27271,11-2017,30,3010,3646,2415
27270,4-2018,30,2927,799,2547
27270,3-2018,31,3099,927,2337
27270,2-2018,28,2791,866,2144
27270,1-2018,31,2891,869,2369
27270,12-2017,31,3044,825,2350
27270,11-2017,30,3038,920,2191
25245,4-2018,30,3243,2092,2698
25245,3-2018,31,3274,2014,2724
25245,2-2018,28,3085,1937,2568
25245,1-2018,31,3474,2265,2890
25245,12-2017,31,3531,2199,2938
25245,11-2017,30,3362,2161,2797
29715,5-2018,31,3114,3087,2129
29715,4-2018,30,2992,3062,2013
29715,3-2018,31,3249,3087,2117
29715,2-2018,28,2879,3153,1711
29715,1-2018,30,3123,3134,1860
29715,12-2017,27,2877,1774,1582
29716,5-2018,31,3138,2983,2559
29716,4-2018,30,3157,3021,2196
29716,3-2018,31,3189,2935,2153
29716,2-2018,28,2981,2875,1736
29716,1-2018,30,3328,2881,1859
29716,12-2017,31,3644,2039,1977
29717,5-2018,29,3662,5204,2255
29717,4-2018,30,4085,6354,2456
29717,3-2018,31,4709,6867,2677
29717,2-2018,28,4828,6546,2778
29717,1-2018,29,6303,6769,3359
29717,12-2017,30,7422,9584,3838
25321,4-2018,30,2657,587,3762
25321,3-2018,29,2770,481,2941
25321,2-2018,28,2881,550,3471
25321,1-2018,30,3386,704,3719
25321,12-2017,30,3019,661,3575
25321,11-2017,30,3420,765,3891
25429,4-2018,30,1856,2421,1490
25429,3-2018,31,2039,2768,1736
25429,2-2018,28,2007,2983,1596
25429,1-2018,31,2455,4026,1494
25429,12-2017,31,2564,4154,1438
25429,11-2017,30,2626,4384,1523
25431,4-2018,30,2135,1890,1375
25431,3-2018,31,2128,2119,1093
25431,2-2018,13,926,1000,369
25431,1-2018,25,1750,2283,930
25431,12-2017,31,2257,2839,1129
25431,11-2017,30,1973,2792,1184
20419,4-2018,30,4687,3831,1988
20419,3-2018,31,5302,4794,2354
20419,2-2018,28,4813,4405,1667
20419,1-2018,31,4696,5748,1545
20419,12-2017,31,4832,4831,2321
20419,11-2017,30,3929,3219,1542
21211,4-2018,29,1261,158,758
21211,3-2018,31,1428,221,955
21211,2-2018,28,1319,199,937
21211,1-2018,29,1924,375,2364
21211,12-2017,31,2201,513,2946
21211,11-2017,30,1827,527,2221
20454,4-2018,30,2133,733,2219
20454,3-2018,31,2469,770,2738
20454,2-2018,28,2218,710,2240
20454,1-2018,29,1486,499,849
20454,12-2017,25,1036,305,529
20454,11-2017,30,1473,459,956
21286,4-2018,30,615,451,500
21286,3-2018,31,697,415,541
21286,2-2018,28,629,381,503
21286,1-2018,25,730,420,500
21286,12-2017,26,635,435,500
21286,11-2017,28,555,474,469
25495,4-2018,29,2201,3732,2050
25495,3-2018,31,1655,3594,1399
25495,2-2018,7,121,981,123
25495,1-2018,1,12,0,5
25495,12-2017,28,1453,1583,2175
25495,11-2017,30,1964,2197,4266
25496,4-2018,25,2571,1891,2645
25496,3-2018,31,2740,2689,2553
25496,2-2018,6,213,547,218
25496,1-2018,2,183,19,440
25496,12-2017,28,1331,952,3163
25496,11-2017,30,2056,1163,6042
26268,4-2018,17,243,1841,241
26268,3-2018,16,234,2192,269
26268,2-2018,3,92,321,96
26268,1-2018,0,0,0,0
26268,12-2017,21,1047,1266,1597
26268,11-2017,28,1558,1996,2573
26703,5-2018,31,2155,2976,1601
26703,4-2018,30,2237,3121,1751
26703,3-2018,31,2104,4524,1773
26703,2-2018,27,1686,3576,1578
26703,1-2018,31,2239,5398,1655
26703,12-2017,31,2211,4818,1383
26705,5-2018,31,2264,3138,1401
26705,4-2018,30,2237,2855,1004
26705,3-2018,31,2327,5437,968
26705,2-2018,28,2019,7097,790
26705,1-2018,31,2325,6980,873
26705,12-2017,31,2788,9392,1593
26704,5-2018,31,2146,3689,913
26704,4-2018,30,1908,3388,822
26704,3-2018,28,2656,6024,1205
26704,2-2018,24,4034,9731,2841
26704,1-2018,26,4432,10256,3553
26704,12-2017,30,3541,10418,3395
26702,5-2018,31,2700,4662,1272
26702,4-2018,30,2742,4511,1319
26702,3-2018,31,2637,8399,1179
26702,2-2018,28,2544,9244,1007
26702,1-2018,31,2825,10006,1166
26702,12-2017,31,2643,9117,1091
27429,4-2018,30,5428,2510,4544
27429,3-2018,31,5646,2606,4747
27429,2-2018,28,4502,2536,3768
27429,1-2018,18,3175,1507,2783
27429,12-2017,31,5443,2600,4590
27429,11-2017,30,5338,2547,4467
27430,4-2018,30,5476,3111,4474
27430,3-2018,31,6383,3466,6046
27430,2-2018,26,5694,2982,5014
27430,1-2018,30,6274,3382,5737
27430,12-2017,31,6189,3314,5296
27430,11-2017,30,6206,3250,5159
27428,4-2018,30,5822,3710,5037
27428,3-2018,31,6394,3954,6508
27428,2-2018,28,5517,3483,5578
27428,1-2018,31,5752,3785,5160
27428,12-2017,31,5369,3473,4665
27428,11-2017,30,5671,3666,4906
28677,4-2018,29,4352,2856,3642
28677,3-2018,31,5051,3212,4460
28677,2-2018,28,4196,2783,3712
28677,1-2018,31,4227,2912,3538
28677,12-2017,31,4179,2954,3497
28677,11-2017,29,4027,2913,3371
26595,5-2018,21,2054,1957,3514
26595,4-2018,29,4685,5279,7584
26595,3-2018,21,2865,3289,5042
26595,2-2018,23,3457,3575,6315
26595,1-2018,31,5787,6095,11119
26595,12-2017,23,2418,2961,6542
26596,5-2018,31,2886,3085,2800
26596,4-2018,30,3089,3255,2986
26596,3-2018,31,3402,3282,2994
26596,2-2018,28,2991,2726,2544
26596,1-2018,31,3399,3133,2373
26596,12-2017,31,2315,3324,1691
26597,5-2018,28,1405,1263,2691
26597,4-2018,30,1958,1753,4216
26597,3-2018,31,1964,1701,4171
26597,2-2018,28,1962,1484,4330
26597,1-2018,31,2147,1752,4289
26597,12-2017,31,1838,2044,3860
17251,5-2018,29,593,1767,1351
17251,4-2018,30,751,915,1590
17251,3-2018,30,704,857,1237
17251,2-2018,28,623,692,847
17251,1-2018,31,833,845,1411
17251,12-2017,31,862,955,1279
17254,5-2018,0,0,0,0
17254,4-2018,0,0,0,0
17254,3-2018,0,0,0,0
17254,2-2018,23,500,522,1416
17254,1-2018,12,277,247,577
17254,12-2017,31,765,522,1568
17266,5-2018,8,7,1991,0
17266,4-2018,0,0,13,0
17266,3-2018,0,0,0,0
17266,2-2018,26,1371,1654,3433
17266,1-2018,12,534,817,1557
17266,12-2017,30,1417,2420,4173
28265,5-2018,31,2559,2739,8617
28265,4-2018,30,3011,2326,8571
28265,3-2018,31,2797,1767,7414
28265,2-2018,28,2417,1724,6944
28265,1-2018,31,2699,2072,10008
28265,12-2017,31,3410,3013,12261
29375,5-2018,31,1291,1171,2554
29375,4-2018,30,1655,1269,2932
29375,3-2018,31,1913,1613,3778
29375,2-2018,25,1415,1218,3088
29375,1-2018,31,1818,1386,4139
29375,12-2017,31,1778,1192,3221
29714,5-2018,29,3302,3156,1932
29714,4-2018,26,3025,2628,1615
29714,3-2018,31,3541,3032,1782
29714,2-2018,28,3221,3064,1378
29714,1-2018,26,2633,2980,1340
29714,12-2017,31,3067,3119,1520
30290,5-2018,31,1607,3344,7659
30290,4-2018,30,2006,3170,7371
30290,3-2018,31,1955,3456,6529
30290,2-2018,28,1894,3206,5215
30290,1-2018,31,1984,2557,3939
30290,12-2017,31,1131,2017,1504
30289,5-2018,31,1566,1278,9540
30289,4-2018,30,2186,1421,10877
30289,3-2018,31,2349,1591,11316
30289,2-2018,28,2130,1844,11381
30289,1-2018,31,2294,1979,13173
30289,12-2017,31,2701,2279,14105
30288,5-2018,31,1210,2160,3807
30288,4-2018,30,1269,2186,4077
30288,3-2018,31,1458,2921,4709
30288,2-2018,28,1268,2941,4619
30288,1-2018,31,1997,3097,5292
30288,12-2017,31,1985,3189,4720
30287,5-2018,31,1784,1371,6448
30287,4-2018,30,1682,1482,6732
30287,3-2018,31,1994,1574,7275
30287,2-2018,28,1835,1854,6627
30287,1-2018,31,2031,2170,7640
30287,12-2017,31,2234,2170,7122
26364,5-2018,31,2461,4327,1815
26364,4-2018,30,3000,3791,1735
26364,3-2018,31,2109,4302,1099
26364,2-2018,28,2389,4353,1632
26364,1-2018,31,3200,4291,1932
26364,12-2017,31,3170,5139,1766
21217,4-2018,30,949,492,1592
21217,3-2018,31,960,543,1609
21217,2-2018,28,892,492,1497
21217,1-2018,31,969,551,1625
21217,12-2017,31,1020,541,1711
21217,11-2017,28,981,525,1646
17261,10-2015,0,0,0,0
17261,8-2015,0,0,0,0
17261,7-2015,0,0,0,0
17261,6-2015,0,0,0,0
17261,5-2015,0,0,0,0
17261,4-2015,0,0,0,0
31530,5-2018,29,1307,2230,3907
31530,4-2018,30,1653,1741,4288
31530,3-2018,31,2172,1556,5656
31530,2-2018,28,2088,2056,5644
31530,1-2018,29,1996,2007,4880
31530,12-2017,31,2606,2422,6478
29472,4-2018,29,3996,1410,3004
29472,3-2018,31,4400,1533,3305
29472,2-2018,28,4658,1412,3505
29472,1-2018,31,5642,2032,4214
29472,12-2017,21,3367,1976,2526
29472,11-2017,19,4030,2050,3075
19150,4-2018,30,1539,586,1797
19150,3-2018,31,1528,591,2036
19150,2-2018,28,1434,559,1845
19150,1-2018,31,1628,648,2001
19150,12-2017,31,1658,638,2023
19150,11-2017,30,1614,599,1868
30773,4-2018,30,4107,1168,1895
30773,3-2018,31,4290,1428,2033
30773,2-2018,28,5172,2286,2112
30773,1-2018,31,4705,7426,1840
30773,12-2017,31,5889,6900,3218
30773,11-2017,30,4907,4805,2178
30771,4-2018,30,3299,5200,1359
30771,3-2018,31,3867,1293,1719
30771,2-2018,28,3836,4437,1361
30771,1-2018,31,7389,3684,2755
30771,12-2017,31,6213,3055,3242
30771,11-2017,30,7287,8890,3334
30768,4-2018,30,4005,3660,1705
30768,3-2018,29,4053,5217,1882
30768,2-2018,28,3395,5623,1318
30768,1-2018,31,3640,4919,1282
30768,12-2017,31,4055,9287,2015
30768,11-2017,30,4007,9976,1778
30772,4-2018,30,3809,7461,1711
30772,3-2018,31,3130,6692,1593
30772,2-2018,28,2642,5403,1091
30772,1-2018,31,2121,1755,821
30772,12-2017,31,2522,3128,1356
30772,11-2017,30,3111,8712,1444
30770,4-2018,30,2694,10349,1228
30770,3-2018,31,3086,12651,1522
30770,2-2018,28,2790,11065,1187
30770,1-2018,31,2693,14428,1147
30770,12-2017,31,4263,13537,2340
30770,11-2017,28,2851,8842,1303
30769,4-2018,30,2954,11710,1373
30769,3-2018,31,3402,14401,1707
30769,2-2018,28,2776,11201,1137
30769,1-2018,31,3003,12499,1147
30769,12-2017,31,3837,12206,2004
30769,11-2017,30,4167,11950,1969
32401,5-2018,0,0,0,0
32401,4-2018,26,2450,1070,3789
32401,3-2018,30,3069,1286,5609
32401,2-2018,28,2980,1246,4995
32401,1-2018,31,3932,1425,5402
32401,12-2017,31,3779,1529,5942
32402,5-2018,0,0,0,0
32402,4-2018,25,3097,6211,25181
32402,3-2018,30,5119,9449,33758
32402,2-2018,23,2941,6243,25586
32402,1-2018,31,4785,8930,37592
32402,12-2017,31,4687,9361,34467
32403,5-2018,13,497,211,854
32403,4-2018,29,1568,574,2134
32403,3-2018,31,1690,813,4825
32403,2-2018,28,1770,891,4874
32403,1-2018,31,2299,904,13375
32403,12-2017,31,2475,1228,13474
32404,5-2018,13,169,1258,1025
32404,4-2018,29,826,2644,2332
32404,3-2018,31,630,3329,4697
32404,2-2018,28,700,3360,2681
32404,1-2018,23,392,3329,2903
32404,12-2017,31,1887,6895,20869
32405,5-2018,31,1974,3550,12294
32405,4-2018,29,2911,3227,16072
32405,3-2018,31,3213,3314,16211
32405,2-2018,28,3752,3309,16183
32405,1-2018,31,3568,3401,13044
32405,12-2017,31,3906,3621,12755
32406,5-2018,31,937,3547,8881
32406,4-2018,29,1180,1731,7633
32406,3-2018,31,1438,2116,8534
32406,2-2018,28,1563,2169,7209
32406,1-2018,25,901,2061,5808
32406,12-2017,31,1535,2216,9220
30711,5-2018,31,3329,3408,10923
30711,4-2018,30,3021,4231,12272
30711,3-2018,25,1720,3057,3646
30711,2-2018,28,976,3165,6831
30711,1-2018,31,3371,1320,12368
30711,12-2017,31,2010,1481,14699
30712,5-2018,31,1420,3332,1929
30712,4-2018,30,2173,5541,4283
30712,3-2018,31,2285,6617,2256
30712,2-2018,19,696,1265,1521
30712,1-2018,29,2328,3792,5619
30712,12-2017,31,2490,4888,9101
30904,5-2018,31,1496,2171,5157
30904,4-2018,28,1775,2763,6730
30904,3-2018,31,1974,5592,4371
30904,2-2018,18,1170,1348,2514
30904,1-2018,31,2624,2889,5351
30904,12-2017,29,2220,3112,2729
30909,5-2018,31,3497,2032,7342
30909,4-2018,30,3728,2602,7509
30909,3-2018,21,1733,783,1492
30909,2-2018,28,1977,700,79
30909,1-2018,31,3995,1810,6465
30909,12-2017,31,3911,2107,10123
30907,5-2018,31,1147,3252,5934
30907,4-2018,30,1941,3954,7959
30907,3-2018,31,3467,3758,8617
30907,2-2018,28,1045,1233,117
30907,1-2018,25,1765,1453,5448
30907,12-2017,31,2856,2571,10260
30906,5-2018,31,541,2039,1423
30906,4-2018,30,920,3097,1095
30906,3-2018,31,472,4083,789
30906,2-2018,25,638,2940,123
30906,1-2018,31,1547,5810,10293
30906,12-2017,30,2294,4377,10888
30905,5-2018,30,1665,1877,8739
30905,4-2018,30,2334,1982,12032
30905,3-2018,31,2107,2477,6700
30905,2-2018,28,1614,1660,17178
30905,1-2018,10,248,161,17822
30905,12-2017,31,1007,2591,8165
30707,5-2018,30,664,1163,588
30707,4-2018,11,1529,938,2776
30707,3-2018,0,0,0,0
30707,2-2018,27,2879,2106,301
30707,1-2018,26,4200,1901,12560
30707,12-2017,31,5305,4244,14904
30709,5-2018,31,1877,2701,2300
30709,4-2018,30,955,2737,2361
30709,3-2018,31,521,3965,6901
30709,2-2018,28,1667,1480,7174
30709,1-2018,25,2008,1303,9141
30709,12-2017,31,3324,2360,10954
30708,5-2018,30,1194,3998,659
30708,4-2018,20,1172,3125,280
30708,3-2018,31,1574,3795,755
30708,2-2018,28,938,2202,84
30708,1-2018,26,1396,2641,7847
30708,12-2017,31,1563,1552,6331
30908,5-2018,31,1472,959,155
30908,4-2018,30,743,1773,406
30908,3-2018,31,1215,2853,970
30908,2-2018,28,808,2023,56
30908,1-2018,23,1022,2047,1376
30908,12-2017,31,1397,2715,1412
17260,5-2018,31,1331,471,7377
17260,4-2018,30,1069,589,5288
17260,3-2018,27,1108,310,4963
17260,2-2018,28,1762,871,7663
17260,1-2018,31,1688,1116,7753
17260,12-2017,31,1600,509,7287
26362,5-2018,31,2721,4959,2278
26362,4-2018,30,2690,5109,2115
26362,3-2018,31,3028,5522,2540
26362,2-2018,26,2871,5110,1985
26362,1-2018,28,2659,3257,1441
26362,12-2017,31,2676,4446,1698
26363,5-2018,31,2713,5633,2880
26363,4-2018,30,2675,5741,2136
26363,3-2018,30,2825,5188,1893
26363,2-2018,24,2250,4102,1129
26363,1-2018,26,1826,4415,1168
26363,12-2017,31,2686,5778,1959
31215,4-2018,30,1708,2182,1089
31215,3-2018,31,1890,3076,983
31215,2-2018,28,1894,2697,1135
31215,1-2018,31,2477,3739,1631
31215,12-2017,24,2233,4018,1052
31215,11-2017,1,3,5,3
31217,4-2018,30,1882,2534,1315
31217,3-2018,29,982,1450,716
31217,2-2018,28,1037,1541,774
31217,1-2018,31,1719,2911,902
31217,12-2017,31,1903,4175,760
31217,11-2017,28,1330,2562,1087
31219,4-2018,26,1447,1550,770
31219,3-2018,26,1396,921,756
31219,2-2018,25,1247,630,1077
31219,1-2018,31,1715,1014,1113
31219,12-2017,31,1844,2148,1124
31219,11-2017,24,1395,1896,560
31221,4-2018,15,699,1541,673
31221,3-2018,31,1578,3203,1130
31221,2-2018,28,1255,2740,752
31221,1-2018,31,1591,2070,1204
31221,12-2017,31,1763,476,1078
31221,11-2017,27,1456,1557,703
31216,4-2018,30,1231,2308,1023
31216,3-2018,31,1344,3102,911
31216,2-2018,28,1347,2437,947
31216,1-2018,31,1836,3706,1355
31216,12-2017,24,1541,3962,924
31216,11-2017,18,899,1869,692
31218,4-2018,30,1604,3550,985
31218,3-2018,28,2280,909,1062
31218,2-2018,28,1535,3322,1288
31218,1-2018,31,1835,4037,1265
31218,12-2017,31,1978,1787,1211
31218,11-2017,30,1861,4694,1195
31220,4-2018,29,1141,3118,1159
31220,3-2018,31,1431,4672,1073
31220,2-2018,28,1408,3623,1185
31220,1-2018,31,1569,4106,1200
31220,12-2017,31,1922,6000,767
31220,11-2017,13,729,1836,345
28668,4-2018,28,4008,3624,3708
28668,3-2018,30,3944,2928,3123
28668,2-2018,14,1349,1291,1239
28668,1-2018,26,3968,2458,4111
28668,12-2017,31,4894,2985,4680
28668,11-2017,30,3711,2776,3442
31288,4-2018,30,10640,11683,6385
31288,3-2018,31,11524,12083,6339
31288,2-2018,12,3572,4103,4592
31288,1-2018,31,11128,11635,6120
31288,12-2017,19,6319,7091,3475
31288,11-2017,30,8025,8293,4414
29790,4-2018,30,6965,6232,3483
29790,3-2018,31,6972,6391,3187
29790,2-2018,28,6134,5503,3665
29790,1-2018,31,7970,7203,3734
29790,12-2017,31,9953,8457,4614
29790,11-2017,29,10258,8229,4616
31187,4-2018,30,5802,6272,2900
31187,3-2018,31,6820,6355,3121
31187,2-2018,28,6207,6077,2979
31187,1-2018,31,6285,6924,2965
31187,12-2017,31,7715,7614,3612
31187,11-2017,30,8917,8699,4013
32985,4-2018,26,5855,6398,2928
32985,3-2018,31,6591,7560,3021
32985,2-2018,28,6033,6952,2955
32985,1-2018,27,6291,5554,2891
32985,12-2017,20,5784,5554,2603
32985,11-2017,30,6131,7424,2759
32790,5-2018,31,5980,16024,7413
32790,4-2018,25,5761,15202,4290
32790,3-2018,23,4706,4845,4559
32790,2-2018,28,6375,10250,5439
32790,1-2018,25,5954,9709,3929
32790,12-2017,27,6394,15400,4513
32789,5-2018,31,4586,7324,4670
32789,4-2018,29,5405,8504,4835
32789,3-2018,31,6273,10380,5794
32789,2-2018,28,6671,10125,6270
32789,1-2018,31,8263,11207,7037
32789,12-2017,28,7996,8943,6639
26732,5-2018,31,7916,13051,6796
26732,4-2018,29,8377,13534,6324
26732,3-2018,31,8080,9892,5166
